module_code,xbrl_schema_ref,from_date,to_date,version
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_con.json,01-Dec-13,29-Sep-14,2.0.1
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_ind.json,01-Dec-13,29-Sep-14,2.0.1
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_lcr_con.json,01-Dec-13,29-Sep-14,2.0.1
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_lcr_ind.json,01-Dec-13,29-Sep-14,2.0.1
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_le_con.json,01-Dec-13,29-Sep-14,2.0.1
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_le_ind.json,01-Dec-13,29-Sep-14,2.0.1
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_nsfr_con.json,01-Dec-13,29-Sep-14,2.0.1
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2013-12-01/mod/corep_nsfr_ind.json,01-Dec-13,29-Sep-14,2.0.1
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2013-02/2013-12-01/mod/finrep_con_gaap.json,01-Dec-13,29-Sep-14,2.0.1
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2013-02/2013-12-01/mod/finrep_con_ifrs.json,01-Dec-13,29-Sep-14,2.0.1
AE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-2013-04/2014-03-31/mod/ae_con.json,30-Sep-14,30-Dec-14,1.0.0
AE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-2013-04/2014-03-31/mod/ae_ind.json,30-Sep-14,30-Dec-14,1.0.0
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_con.json,30-Sep-14,30-Dec-14,2.0.2
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_ind.json,30-Sep-14,30-Dec-14,2.0.2
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_lcr_con.json,30-Sep-14,30-Dec-14,2.0.2
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_lcr_ind.json,30-Sep-14,30-Dec-14,2.0.2
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_le_con.json,30-Sep-14,30-Dec-14,2.0.2
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_le_ind.json,30-Sep-14,30-Dec-14,2.0.2
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_nsfr_con.json,30-Sep-14,30-Dec-14,2.0.2
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-03-31/mod/corep_nsfr_ind.json,30-Sep-14,30-Dec-14,2.0.2
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2013-03/2014-03-31/mod/finrep_con_gaap.json,30-Sep-14,30-Dec-14,2.1.0
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2013-03/2014-03-31/mod/finrep_con_ifrs.json,30-Sep-14,30-Dec-14,2.1.0
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_con.json,31-Dec-14,29-Jun-15,2.0.3
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_ind.json,31-Dec-14,29-Jun-15,2.0.3
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_lcr_con.json,31-Dec-14,29-Jun-15,2.0.3
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_lcr_ind.json,31-Dec-14,29-Jun-15,2.0.3
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_le_con.json,31-Dec-14,29-Jun-15,2.0.3
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_le_ind.json,31-Dec-14,29-Jun-15,2.0.3
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_nsfr_con.json,31-Dec-14,29-Jun-15,2.0.3
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2013-02/2014-07-31/mod/corep_nsfr_ind.json,31-Dec-14,29-Jun-15,2.0.3
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2013-03/2014-07-31/mod/finrep_con_gaap.json,31-Dec-14,29-Jun-15,2.1.1
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2013-03/2014-07-31/mod/finrep_con_ifrs.json,31-Dec-14,29-Jun-15,2.1.1
FP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2014-04/2014-07-31/mod/fp.json,30-Dec-14,30-Dec-14,1.0.0
AE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-2013-04/2014-07-31/mod/ae_con.json,31-Dec-14,30-Dec-16,1.0.1
AE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-2013-04/2014-07-31/mod/ae_ind.json,31-Dec-14,30-Dec-16,1.0.1
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_con.json,30-Jun-15,29-Sep-16,2.1.0
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_ind.json,30-Jun-15,29-Sep-16,2.1.0
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_lcr_con.json,30-Jun-15,29-Sep-16,2.1.0
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_lcr_ind.json,30-Jun-15,29-Sep-16,2.1.0
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_le_con.json,30-Jun-15,29-Sep-16,2.1.0
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_le_ind.json,30-Jun-15,29-Sep-16,2.1.0
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_nsfr_con.json,30-Jun-15,29-Sep-16,2.1.0
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_nsfr_ind.json,30-Jun-15,29-Sep-16,2.1.0
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2014-05/2015-02-16/mod/finrep_con_gaap.json,30-Jun-15,29-Sep-16,2.1.2
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2014-05/2015-02-16/mod/finrep_con_ifrs.json,30-Jun-15,29-Sep-16,2.1.2
COREP_ALM_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_alm_con.json,30-Jun-15,29-Sep-16,2.1.0
COREP_ALM_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2014-05/2015-02-16/mod/corep_alm_ind.json,30-Jun-15,29-Sep-16,2.1.0
FP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2014-04/2015-02-16/mod/fp.json,30-Dec-14,30-Dec-14,1.0.1
SBP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-02-16/mod/sbp.json,01-Apr-15,01-Apr-15,1.0.0
SBPIMV,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-02-16/mod/sbpimv.json,01-Apr-15,01-Apr-15,1.0.0
FP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2014-04/2015-05-29/mod/fp_con.json,31-Dec-14,30-Dec-16,1.0.2
FP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2014-04/2015-05-29/mod/fp_ind.json,31-Dec-14,30-Dec-16,1.0.2
SBPIMV_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-05-29/mod/sbpimv_con.json,30-Jun-15,29-Sep-16,1.0.1
SBPIMV_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-05-29/mod/sbpimv_ind.json,30-Jun-15,29-Sep-16,1.0.1
SBP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-05-29/mod/sbp_con.json,30-Jun-15,29-Sep-16,1.0.1
SBP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-05-29/mod/sbp_ind.json,30-Jun-15,29-Sep-16,1.0.1
FINREP_Ind_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2014-05/2015-07-03/mod/finrep_ind_gaap.json,30-Jun-15,29-Sep-16,2.1.3
FINREP_Ind_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2014-05/2015-07-03/mod/finrep_ind_ifrs.json,30-Jun-15,29-Sep-16,2.1.3
COREP_ALM_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_alm_con.json,29-Sep-16,29-Sep-16,2.2.0
COREP_ALM_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_alm_ind.json,29-Sep-16,29-Sep-16,2.2.0
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_con.json,29-Sep-16,29-Sep-16,2.2.0
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_ind.json,29-Sep-16,29-Sep-16,2.2.0
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_lcr_con.json,29-Sep-16,29-Sep-16,2.2.0
COREP_LCR_DA_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_lcr_da_con.json,29-Sep-16,29-Sep-16,2.2.0
COREP_LCR_DA_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_lcr_da_ind.json,29-Sep-16,29-Sep-16,2.2.0
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_lcr_ind.json,29-Sep-16,29-Sep-16,2.2.0
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_le_con.json,29-Sep-16,29-Sep-16,2.2.0
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_le_ind.json,29-Sep-16,29-Sep-16,2.2.0
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_nsfr_con.json,29-Sep-16,29-Sep-16,2.2.0
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2015-08-31/mod/corep_nsfr_ind.json,29-Sep-16,29-Sep-16,2.2.0
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2015-02/2015-08-31/mod/finrep_con_gaap.json,30-Sep-16,30-Dec-16,2.1.4
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2015-02/2015-08-31/mod/finrep_con_ifrs.json,30-Sep-16,30-Dec-16,2.1.4
FINREP_Ind_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2015-02-ind/2015-08-31/mod/finrep_ind_gaap.json,30-Sep-16,30-Dec-16,2.1.4
FINREP_Ind_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2015-02-ind/2015-08-31/mod/finrep_ind_ifrs.json,30-Sep-16,30-Dec-16,2.1.4
SBPIMV_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-08-31/mod/sbpimv_con.json,30-Sep-16,30-Dec-16,1.0.2
SBPIMV_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-08-31/mod/sbpimv_ind.json,30-Sep-16,30-Dec-16,1.0.2
SBP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-08-31/mod/sbp_con.json,30-Sep-16,30-Dec-16,1.0.2
SBP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cp-2014-07/2015-08-31/mod/sbp_ind.json,30-Sep-16,30-Dec-16,1.0.2
COREP_ALM_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_alm_con.json,30-Sep-16,30-Dec-16,2.2.1
COREP_ALM_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_alm_ind.json,30-Sep-16,30-Dec-16,2.2.1
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_con.json,30-Sep-16,30-Dec-16,2.2.1
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_ind.json,30-Sep-16,30-Dec-16,2.2.1
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_lcr_con.json,30-Sep-16,30-Dec-16,2.2.1
COREP_LCR_DA_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_lcr_da_con.json,30-Sep-16,30-Dec-16,2.2.1
COREP_LCR_DA_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_lcr_da_ind.json,30-Sep-16,30-Dec-16,2.2.1
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_lcr_ind.json,30-Sep-16,30-Dec-16,2.2.1
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_le_con.json,30-Sep-16,30-Dec-16,2.2.1
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_le_ind.json,30-Sep-16,30-Dec-16,2.2.1
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_nsfr_con.json,30-Sep-16,30-Dec-16,2.2.1
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2015-04/2016-01-31/mod/corep_nsfr_ind.json,30-Sep-16,30-Dec-16,2.2.1
AE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-2013-04/2016-02-01/mod/ae_con.json,31-Dec-16,29-Jun-17,1.0.2
AE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-2013-04/2016-02-01/mod/ae_ind.json,31-Dec-16,29-Jun-17,1.0.2
COREP_ALM_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_alm_con.json,31-Dec-16,29-Jun-17,2.2.2
COREP_ALM_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_alm_ind.json,31-Dec-16,29-Jun-17,2.2.2
COREP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_con.json,31-Dec-16,29-Jun-17,2.2.2
COREP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_ind.json,31-Dec-16,29-Jun-17,2.2.2
COREP_LCR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_lcr_con.json,31-Dec-16,29-Jun-17,2.2.2
COREP_LCR_DA_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_lcr_da_con.json,31-Dec-16,29-Jun-17,2.2.2
COREP_LCR_DA_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_lcr_da_ind.json,31-Dec-16,29-Jun-17,2.2.2
COREP_LCR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_lcr_ind.json,31-Dec-16,29-Jun-17,2.2.2
COREP_LE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_le_con.json,31-Dec-16,29-Jun-17,2.2.2
COREP_LE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_le_ind.json,31-Dec-16,29-Jun-17,2.2.2
COREP_NSFR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_nsfr_con.json,31-Dec-16,29-Jun-17,2.2.2
COREP_NSFR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-2016-repxx/2016-02-01/mod/corep_nsfr_ind.json,31-Dec-16,29-Jun-17,2.2.2
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-repxx/2016-02-01/mod/finrep_con_gaap.json,31-Dec-16,29-Jun-17,2.1.5
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-repxx/2016-02-01/mod/finrep_con_ifrs.json,31-Dec-16,29-Jun-17,2.1.5
FINREP_Ind_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-repxx-ind/2016-02-01/mod/finrep_ind_gaap.json,31-Dec-16,29-Jun-17,2.1.5
FINREP_Ind_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-repxx-ind/2016-02-01/mod/finrep_ind_ifrs.json,31-Dec-16,29-Jun-17,2.1.5
FP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2014-04/2016-02-01/mod/fp_con.json,31-Dec-16,29-Jun-17,1.0.3
FP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2014-04/2016-02-01/mod/fp_ind.json,31-Dec-16,29-Jun-17,1.0.3
SBPIMV_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/its-2016-svbxx/2016-02-01/mod/sbpimv_con.json,31-Dec-16,29-Jun-17,1.0.3
SBPIMV_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/its-2016-svbxx/2016-02-01/mod/sbpimv_ind.json,31-Dec-16,29-Jun-17,1.0.3
SBP_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/its-2016-svbxx/2016-02-01/mod/sbp_con.json,31-Dec-16,29-Jun-17,1.0.3
SBP_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/its-2016-svbxx/2016-02-01/mod/sbp_ind.json,31-Dec-16,29-Jun-17,1.0.3
FINREP_Con_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-03/2016-11-15/mod/finrep_con_gaap.json,30-Jun-17,30-Mar-18,2.1.6
FINREP_Con_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-03/2016-11-15/mod/finrep_con_ifrs.json,30-Jun-17,30-Mar-18,2.1.6
FINREP_Ind_GAAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-03-ind/2016-11-15/mod/finrep_ind_gaap.json,30-Jun-17,30-Mar-18,2.1.6
FINREP_Ind_IFRS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-2016-03-ind/2016-11-15/mod/finrep_ind_ifrs.json,30-Jun-17,30-Mar-18,2.1.6
